junction	junction.annotated	junction.log.mean	junction.logFC	junction.pvalue	junction.fdr	junction.uniformity	junction.participation	countsJ1.col_16	countsJ1.col_23	countsJ2.col_16	countsJ2.col_23	countsJ3.col_16	countsJ3.col_23	cluster.pvalue	cluster.fdr	bin	bin.pvalue	bin.fdr	dPIR
2.5540930.5541235	Yes	9.14168142076284	0.17974130660952	1	0.914907543329462	NA	0.750926307122273	153	204.333333333333	48.6666666666667	101.333333333333	608	521.666666666667	5.74068389011261e-08	3.6975902215226e-05	AT2G13360:I005	1.36250151789527e-08	3.87889318491861e-05	-0.120386419934521
2.5540935.5541235	Yes	10.953953901743	0.0507100972000618	1	1	NA	0.929490233444497	99.3333333333333	160	48.6666666666667	101.333333333333	1951	2016.33333333333	1.53284879023541e-07	8.89799798672519e-05	AT2G13360:I005	1.36250151789527e-08	3.87889318491861e-05	-0.0442275377032417
2.5638164.5638338	Yes	6.57238443464169	0.106040456813352	1	1	NA	0.977358490566038	0.666666666666667	3.66666666666667	1.33333333333333	10.3333333333333	86.3333333333333	104	0.00266930847776381	0.141498928940491	AT2G13540:I005	0.000133251441721405	0.0591607646306257	-0.0960025583626479
2.6950525.6950609	Yes	10.1527073624563	0.0260819181112541	1	1	NA	0.964121931480982	20.3333333333333	38.3333333333333	24	31.3333333333333	1191.33333333333	1085.33333333333	0.00102881656442941	0.0839834035610914	AT2G15970:I002	0.000259915125419723	0.0880892866300755	-0.0244393917984422
2.6988951.6989023	Yes	4.64385618977472	0.257320862355336	1	1	NA	0.938461538461538	1	5.33333333333333	0.333333333333333	5.66666666666667	20.3333333333333	29.6666666666667	0.0130629601673031	0.283243650258937	AT2G16090:I004	5.34156573351881e-05	0.0315443782227726	-0.208953341740227
2.7040675.7040967	Yes	4.89077093024524	0.164902203718297	1	1	NA	1	0	2.33333333333333	0	4.33333333333333	22.6666666666667	36.6666666666667	0.00267694860525008	0.14166436122066	AT2G16250:I003	0.00106450648676822	0.194038837242935	-0.153846153846154
2.7135155.7135304	Yes	5.52877966532803	0.109542750371849	1	1	NA	0.993103448275862	0	3	0.333333333333333	2.33333333333333	48	44.3333333333333	0.00462167848368731	0.18184542783878	AT2G16460:I007	6.87764499870999e-05	0.0377857816229127	-0.100485998611433
2.7219401.7220305	Yes	8.33613458738564	0.0952412034889021	1	1	NA	0.915384615384615	0.666666666666667	26	10.3333333333333	74	119	527.333333333333	0.000294561069284635	0.03945901480692	AT2G16660:I001	6.36136036857529e-08	0.000146478741933993	-0.0747895038011935
2.7543176.7543258	Yes	7.54817971167945	0.0760312632225677	1	1	NA	0.984819734345351	1.33333333333333	8.66666666666667	1.33333333333333	10.3333333333333	173	201.333333333333	3.29915989584647e-05	0.00775911525205728	AT2G17340:I009	0.00047566149248	0.125366337696223	-0.0710527146781801
2.7756536.7756870	Yes	6.58245564511058	-0.112560145365572	1	1	NA	0.939799331103679	10.6666666666667	2.33333333333333	8	3.66666666666667	98	93.6666666666667	0.00749700933000241	0.223529251865598	AT2G17840:I003	0.000207812094073924	0.0778445212392368	0.0997993311036789
2.7837391.7837479	No	4.54432051622381	5.54383759568075	1.08668735183546e-17	3.26006205550637e-17	NA	0.00834824090638044	3207.33333333333	2385	2336	1713	46.6666666666667	0	1.9223834891942e-20	9.03895104701668e-17	NA	NA	NA	-0.00834824090638053
2.7996853.7996946	Yes	8.16071182328098	-0.137825716759936	1	1	NA	0.754823151125402	84.3333333333333	64.3333333333333	51.6666666666667	37.3333333333333	259.333333333333	313	0.00437331193810061	0.178624041560482	AT2G18440:I003	0.000762743352471597	0.160523644336895	0.0988366418505284
2.8314927.8315011	Yes	5.75488750216347	0.102071822074054	1	1	NA	0.984615384615385	0.333333333333333	3.66666666666667	0.333333333333333	4.33333333333333	42.6666666666667	65.3333333333333	0.0229797041630077	0.351031256683526	AT2G19170:I002	0.000831281919634331	0.171312351538464	-0.0937062937062937
2.8615668.8615768	Yes	7.73358030898157	0.0944821115169585	1	1	NA	0.949008498583569	5.33333333333333	15.3333333333333	6.66666666666667	17	223.333333333333	202.333333333333	0.000522206446684962	0.0566707440704242	AT2G19940:I014	1.14233736390669e-05	0.0109733768161439	-0.0867925894926603
2.8860356.8860560	Yes	8.57048823059098	0.0174033896587406	1	1	NA	0.992506244796003	1.66666666666667	6.66666666666667	1.33333333333333	2.66666666666667	397.333333333333	363	0.0184982404111893	0.324837510770977	AT2G20580:I005	6.29648671585878e-05	0.0353627146494719	-0.0175733889320821
2.8864534.8864627	Yes	8.458748362626	0.0313408750707768	1	1	NA	0.994614003590664	0.333333333333333	6	1.66666666666667	6	369.333333333333	334.333333333333	0.000108276146288117	0.0193946295634062	AT2G20580:I022	1.93693357835269e-05	0.0159622696192045	-0.029262704264389
2.8878325.8878406	Yes	8.13014150851501	0.0477125553081718	1	1	NA	0.980735551663748	1.66666666666667	13.6666666666667	2	11.6666666666667	186.666666666667	373.666666666667	0.00177366404327347	0.114163992447223	AT2G20610:E003	0.000973991661418367	0.185531192643828	-0.0442276151558113
2.8978325.8978402	Yes	5.52356195605701	-0.20077842939194	1	1	NA	0.938202247191011	4.66666666666667	1.66666666666667	6.33333333333333	2	36.3333333333333	55.6666666666667	0.00530918191168584	0.194507422219372	AT2G20850:I010	0.000584201493393671	0.13869221416512	0.170596613388194
2.9109061.9109251	Yes	6.80305478462398	0.0687741102064478	1	1	NA	0.986842105263158	1.66666666666667	3	0	4.66666666666667	125	98.3333333333333	0.000194755431451762	0.0295300232159416	AT2G21270:I008	0.000771695487586294	0.161972262400502	-0.0591691492883151
2.9149976.9150092	Yes	8.56541946809669	0.0300339883548997	1	1	NA	0.970845481049563	4.66666666666667	14.3333333333333	5.33333333333333	11.3333333333333	333	424.666666666667	0.0355709736738543	0.407834527348889	AT2G21385:I003	0.000528781482636012	0.133112662009106	-0.0278402997024124
2.9149976.9150112	No	3.1963972128035	0.125675329201695	1	1	NA	0.355555555555556	4.66666666666667	14.3333333333333	5	14.3333333333333	5.33333333333333	13	0.926471009639334	0.997999059620659	AT2G21385:I003	0.000528781482636012	0.133112662009106	-0.0435555555555555
2.9265649.9265740	No	7.36632221424582	-0.435185989512361	0.237672426503231	0.116695839003208	NA	0.0659170621002682	589.333333333333	708	1857	2310.33333333333	117	213	0.000810924409285864	0.0723628524012994	AT2G21660:E003	0.560342154055459	0.999995054331151	0.0202733689923358
2.9265649.9265740	No	7.36632221424582	-0.435185989512361	0.237672426503231	0.116695839003208	NA	0.0659170621002682	589.333333333333	708	1857	2310.33333333333	117	213	0.000810924409285864	0.0723628524012994	AT2G21660:E002	0.759618618731618	0.999995054331151	0.0202733689923358
2.9265893.9266037	No	7.1632303488683	1.06391041920948	1.78997416279665e-15	5.36992248838994e-15	NA	0.180622009569378	383.333333333333	493.333333333333	530	791	201.333333333333	85.3333333333333	3.02569660803062e-19	1.1855561805108e-15	AT2G21660:I002	0.0880165163668924	0.973304441402871	-0.118319746244968
2.9321384.9321576	Yes	10.2035519318855	0.00723766295890368	1	1	NA	0.989984185556141	4.66666666666667	6.66666666666667	8	12.6666666666667	1252	1106.33333333333	0.17602707172775	0.673457313334332	AT2G21870:I006	0.000212404243314547	0.0789977292492837	-0.00715919295916171
2.9779384.9779451	Yes	6.26990588253908	-0.695821493734664	0.0231156781278636	0.0175562112363521	NA	0.39390756302521	67.3333333333333	112	49.6666666666667	80.3333333333333	29.3333333333333	125	2.36391003987471e-06	0.000899998932144851	AT2G22980:I002	0.000278795124118744	0.09170895323401	0.193451982159606
2.10101955.10102042	Yes	5.59991284218713	0.165594231801764	1	1	NA	1	0	6.33333333333333	0	4	39.6666666666667	57.3333333333333	1.18771898861525e-05	0.00355706706912068	AT2G23740:I007	3.86813083029206e-05	0.024721145194951	-0.152709359605911
2.10184282.10184381	Yes	6.82866542830302	0.035288834976436	1	1	NA	1	0	3.66666666666667	0	0.666666666666667	112.333333333333	115	0.00272662644519392	0.14311748861403	AT2G23940:I001	0.000468894636717482	0.125202794346971	-0.0363128491620112
2.10231298.10231335	No	4.14295795384204	-5.45798997086138	5.60863904202988e-19	1.68259171260896e-18	NA	0.0287496609709791	472.333333333333	524.666666666667	489	669	0	35.3333333333333	2.31950120722475e-22	1.45415716017472e-18	NA	NA	NA	0.0287496609709791
2.10231310.10231335	No	5.59494658929378	-6.3985213822406	8.24166856921299e-40	2.4725005707639e-39	NA	0.0731584258324924	485.333333333333	555.666666666667	489	669	0	96.6666666666667	2.64424955805197e-43	3.10828230237061e-39	NA	NA	NA	0.0731584258324925
2.10717605.10717704	Yes	6.63178335747415	-0.073833943317787	1	1	NA	0.993569131832797	1.66666666666667	0	5.66666666666667	0.666666666666667	95.3333333333333	103	0.000580648156220613	0.0598067600907231	AT2G25170:I014	0.000238755998180041	0.084771372877625	0.0649977032613689
2.10830540.10830625	Yes	9.57900159069112	0.0253883447232237	1	1	NA	0.977664029781294	5	15.3333333333333	11	24.3333333333333	700.333333333333	829.333333333333	0.00231018064670631	0.132053408420878	AT2G25450:I001	0.000516391466488901	0.131473267368074	-0.0233103665668709
2.11026081.11026196	Yes	3.48112668973662	0.337921959032475	1	1	NA	0.533333333333333	8	10.6666666666667	1.33333333333333	8.33333333333333	10.6666666666667	11.6666666666667	0.0239730201272173	0.355415235652433	AT2G25850:E007	5.17760546992967e-06	0.00596106093291263	-0.152898550724638
2.11521533.11522007	Yes	6.95613411462837	0.0525434324165239	1	1	NA	0.953623188405797	2	8.33333333333333	3.33333333333333	5.66666666666667	109.666666666667	138.666666666667	0.0949795358443303	0.564338192409488	AT2G26990:I007	0.000134411382909057	0.0591607646306257	-0.0453262451743561
2.11826807.11826889	Yes	4.51306958223937	0.281533449460174	1	1	NA	1	0	4.33333333333333	0	3.66666666666667	21.3333333333333	24.3333333333333	8.08888668232551e-05	0.0156195239162055	AT2G27760:I007	2.38415057591589e-05	0.0181217433507929	-0.247422680412371
2.12069984.12070231	No	2.41503749927884	-4.17965622060584	0.00122478558738265	0.00135371038605451	NA	0.027898866608544	138.333333333333	201.666666666667	142.666666666667	170	0	10.6666666666667	1.69216455629983e-06	0.000689990135154036	AT2G28290:E034	0.679526566544889	0.999995054331151	0.0278988666085441
2.12170242.12170324	Yes	7.8475793996671	-0.0186748302095089	1	1	NA	0.980392156862745	3.33333333333333	2.66666666666667	4	3	177.333333333333	283.333333333333	0.242691215298079	0.736088991950203	AT2G28470:I005	0.00095080872675328	0.183798369909015	0.0201033481984852
2.12587403.12587493	Yes	6.91288933622996	0.358902652180616	1	0.504608779494492	NA	0.511988716502116	62.6666666666667	113.666666666667	52.6666666666667	99	121	120	0.000395385390025504	0.0473651550224311	AT2G29290:I006	0.000132948590625564	0.0591607646306257	-0.151267273616344
2.12644943.12645084	Yes	9.34170412862613	0.0396756915660514	1	1	NA	0.973790322580645	7.33333333333333	19.3333333333333	10	23.3333333333333	644	653.666666666667	0.00080909164200957	0.0723628524012994	AT2G29550:I001	0.000125515871101921	0.0574653496528293	-0.0350636591052981
2.12806167.12806785	Yes	7.08746284125034	0.0610369212539154	1	1	NA	0.942460317460318	5.66666666666667	9.66666666666667	4	4.66666666666667	158.333333333333	113.666666666667	0.0897291407538899	0.555506656797332	AT2G30010:I001	0.00082186873764299	0.170221408824605	-0.0544394841269841
2.12880156.12880227	Yes	7	0.124374510686266	1	1	NA	0.832589285714286	8.66666666666667	22.6666666666667	16.3333333333333	25.3333333333333	124.333333333333	131.666666666667	0.0146449134327528	0.295658880748391	AT2G30170:I003	0.000253862118623944	0.0875059721335774	-0.0997506957328386
2.12973840.12974121	Yes	7.03525732478633	-0.0465623766654151	1	1	NA	0.949468085106383	8	4	7.33333333333333	2.33333333333333	143.333333333333	119	0.126008547861657	0.614418410826357	AT2G30440:I001	0.00109860449487904	0.1984064512153	0.0461067405685678
2.13004182.13004779	Yes	8.98821128396533	0.0491060706625461	1	1	NA	0.951581665590704	7	17	18	36.6666666666667	491.333333333333	524.333333333333	0.00133934436785204	0.09666201458821	AT2G30520:I001	1.96040007797142e-09	6.67298877844972e-06	-0.0444305698582931
2.13005156.13005350	Yes	9.3612127400024	0.0431505115275232	1	1	NA	0.953080568720379	14.3333333333333	22.6666666666667	18.6666666666667	38.3333333333333	670.333333333333	645	0.00107022324001915	0.0849525119663292	AT2G30520:E003	0.000746026718805796	0.158282002173296	-0.039482835009331
2.13037114.13037382	Yes	2.70043971814109	0.547710191106862	1	1	NA	0.0858585858585859	4.33333333333333	3	56	139.666666666667	5.66666666666667	7.33333333333333	0.0474963264150155	0.452269017847859	AT2G30600:E007	0.000986061269675055	0.187147257629637	-0.0369696969696969
2.13037249.13037382	Yes	6.63903917347695	0.183538863767705	1	1	NA	0.513253012048193	11.3333333333333	36	56	139.666666666667	71	128.333333333333	0.103181399111728	0.58025231312713	AT2G30600:E007	0.000986061269675055	0.187147257629637	-0.0911038892411752
2.13038219.13038367	Yes	8.15312975889933	0.147038442948924	1	1	NA	0.853365384615385	27.6666666666667	73.6666666666667	13	46.6666666666667	236.666666666667	332.666666666667	5.30234924246793e-05	0.0113067487621869	AT2G30600:I006	2.32797116859497e-05	0.0179562264831247	-0.119001882039961
2.13039013.13039259	No	7.10328780841202	0.206723539382885	1	0.995346802500891	NA	0.601801801801802	46.3333333333333	87.6666666666667	27.3333333333333	81.3333333333333	111.333333333333	163.666666666667	0.00249422884113052	0.137081721653743	AT2G30600:I008	0.00105943052879648	0.193427521087894	-0.10981783386593
2.13039013.13039382	Yes	6.4093909361377	0.832202890858689	1.76888929942341e-05	2.78548712132663e-05	NA	0.425133689839572	46.3333333333333	87.6666666666667	97	198	106	64	9.44336344757355e-11	1.18405927366183e-07	AT2G30600:I008	0.00105943052879648	0.193427521087894	-0.242102231307637
2.13039013.13039382	Yes	6.4093909361377	0.832202890858689	1.76888929942341e-05	2.78548712132663e-05	NA	0.425133689839572	46.3333333333333	87.6666666666667	97	198	106	64	9.44336344757355e-11	1.18405927366183e-07	AT2G30600:E011	0.00396232484635557	0.379760467808795	-0.242102231307637
2.13039013.13039382	Yes	6.4093909361377	0.832202890858689	1.76888929942341e-05	2.78548712132663e-05	NA	0.425133689839572	46.3333333333333	87.6666666666667	97	198	106	64	9.44336344757355e-11	1.18405927366183e-07	AT2G30600:I010	0.0153770728842779	0.638823745064301	-0.242102231307637
2.13079658.13080295	No	2.87446911791614	0.362008769094498	1	1	NA	0.323076923076923	4.33333333333333	8.33333333333333	10.3333333333333	18.3333333333333	7	7.66666666666667	0.568136700575335	0.907110719980372	AT2G30695:I003	0.000670896846558286	0.149004762180496	-0.0997759522031366
2.13079939.13080295	Yes	7.17159382180293	0.103477338192654	1	1	NA	0.880373831775701	11	16.6666666666667	10.3333333333333	18.3333333333333	157	131.333333333333	0.0269106936232062	0.37019524833714	AT2G30695:I003	0.000670896846558286	0.149004762180496	-0.0907946734590677
2.13162685.13162764	Yes	7.86727873970966	0.180167264831015	1	0.995293230477075	NA	0.961023142509135	5.33333333333333	32	5.33333333333333	19	263	204	2.04616204353996e-11	3.10353278084604e-08	AT2G30930:I001	5.05025937856827e-05	0.0302974928443234	-0.161023142509135
2.13162949.13163076	Yes	6.92481250360578	0.271697340624517	1	0.816442514364613	NA	0.969047619047619	2	19.3333333333333	2.33333333333333	19	135.666666666667	107.333333333333	4.6428349917287e-11	6.42069940863493e-08	AT2G30930:I002	1.53961183664649e-06	0.00220716851824601	-0.232205513784461
2.13189762.13190323	Yes	5.50250034052918	0.0774004777369885	1	1	NA	0.806060606060606	9.66666666666667	14.6666666666667	1	1	44.3333333333333	46.3333333333333	0.561347733658646	0.904445280498588	AT2G30990:I004	0.000428470362138024	0.120232008661666	-0.0587487781036168
2.13272145.13272282	Yes	1.66296501272243	-4.02291637666775	0.0266919677701219	0.0200189758275915	NA	0.00186000978952521	3617.33333333333	3398.66666666667	0	0	0	6.33333333333333	9.78346825008222e-05	0.0178993690811183	AT2G31141:I002	0.928825717299114	0.999995054331151	0.00186000978952527
2.13354093.13354323	Yes	4.56478461878353	-0.0565524517773088	1	1	NA	1	0.333333333333333	0	0.666666666666667	0	21	26.3333333333333	0.115841803248439	0.600929354351279	AT2G31320:I001	0.000190885536421097	0.0750971517770826	0.0454545454545455
2.13372606.13372709	Yes	9.72109918870719	0.0507529761927135	1	1	NA	0.953209590100541	26.3333333333333	42.3333333333333	14	46.3333333333333	821.666666666667	866.333333333333	3.90961574337295e-07	0.000196607676412326	AT2G31360:I002	0.000598951894054401	0.140667777670256	-0.0460542672384122
2.13372849.13372941	Yes	10.0276756628836	0.03995873895418	1	1	NA	0.967546929685014	19	38.6666666666667	15	44	1013.66666666667	1074	7.00844853781171e-07	0.000323072300023174	AT2G31360:I003	1.12102172451993e-06	0.00164045290283743	-0.0390166703190201
2.13603935.13604101	Yes	5.10852445677817	0.105846022900703	1	1	NA	1	0	2	0	2.66666666666667	28.6666666666667	40.3333333333333	0.00556347389041022	0.198376757865789	AT2G31970:I012	0.000133692458500537	0.0591607646306257	-0.103703703703704
2.13640159.13640258	Yes	4.52356195605701	0.648776270253716	1	0.573607311531412	NA	0.689393939393939	6.66666666666667	13	7	15	30.3333333333333	15.6666666666667	0.000624185518751944	0.0628698285718688	AT2G32060:I004	0.000263111968609017	0.0885974385652287	-0.330615313439741
2.13640159.13640314	Yes	8.92184093707449	0.0197950280917389	1	1	NA	0.98380829015544	6.66666666666667	13	1.66666666666667	4.66666666666667	506.333333333333	463.666666666667	0.0369824465231005	0.413118795223638	AT2G32060:I004	0.000263111968609017	0.0885974385652287	-0.0205118912634736
2.13826000.13826577	Yes	7.07146236255662	0.168495046706935	1	1	NA	0.878787878787879	9	28.3333333333333	8.33333333333333	22	125.666666666667	143.333333333333	0.000324688681503756	0.0419115633888707	AT2G32560:I004	0.00102703334253094	0.190386656878534	-0.138684608564127
2.14124351.14124602	Yes	7.4318457869654	0.0432471671296799	1	1	NA	0.970238095238095	2.33333333333333	9.33333333333333	2.66666666666667	5.33333333333333	163	182.333333333333	0.0339040572496104	0.401751970727836	AT2G33330:I003	0.000122331149303043	0.0566700858778734	-0.0446881798404641
2.14199027.14199106	Yes	5.89481776330794	0.0461034385959351	1	1	NA	1	0	2	0	0.333333333333333	61.3333333333333	57.6666666666667	0.0222465756962604	0.346437492843445	AT2G33530:I005	0.000441872437989086	0.122024593417801	-0.0388888888888889
2.14255017.14255223	Yes	5.45395648857115	0.166893334412727	1	1	NA	0.895104895104895	1.66666666666667	6	3.33333333333333	8.66666666666667	42.6666666666667	45	0.0515996222063972	0.465366536172187	AT2G33700:I003	0.000286848462274492	0.0935717611968285	-0.140914950970817
2.14500728.14500825	Yes	6.87241837835138	0.0252849710217173	1	1	NA	0.997206703910615	0.333333333333333	2.33333333333333	0	1	119	115.333333333333	0.0419325346001045	0.431774558782547	AT2G34357:I005	0.000210629647682928	0.0787116458342366	-0.025296591551064
2.14525148.14525214	No	5.20294005867028	-1.17613625323728	9.16287040067608e-05	0.000121461305311288	NA	0.00112377367336105	32654.6666666667	25584	28941	22710.6666666667	19.3333333333333	54.3333333333333	2.63203021616933e-07	0.000142249131895602	NA	NA	NA	0.000809997266100981
2.14545303.14546618	Yes	7.8116422804607	0.252414470372436	1	0.723462204526401	NA	0.815331010452962	23.3333333333333	60.3333333333333	29.6666666666667	64	234	215.333333333333	1.6266145572179e-07	9.30820048695472e-05	AT2G34510:I002	2.56150801960042e-06	0.00334231970167511	-0.181376152749331
2.14642362.14642444	Yes	5.74146698640115	0.243587874086211	1	1	NA	0.936708860759494	2.33333333333333	12	1	8.33333333333333	49.3333333333333	57.6666666666667	0.000559020354692856	0.0587018081477189	AT2G34710:I012	5.54947850019959e-05	0.0321826590401019	-0.197392621443254
2.14665890.14666761	Yes	8.24713634531798	0.0857135754743813	1	1	NA	0.934876989869754	9.66666666666667	41	5.33333333333333	23.6666666666667	215.333333333333	392.333333333333	0.000676052619323747	0.0653701842480613	AT2G34770:I001	1.88491037750505e-17	4.21624831427662e-13	-0.0763795427508627
2.14667376.14667510	Yes	7.45121111183233	0.165016803825854	1	1	NA	0.940397350993378	5.33333333333333	22.6666666666667	3.66666666666667	29	142	208	1.89965009592615e-06	0.000750593257860502	AT2G34770:I004	0.000151445635827502	0.0640897465195526	-0.13937039335538
2.14728498.14728607	Yes	3.66296501272243	-0.200721247778832	1	1	NA	1	1.33333333333333	0	1	0	10	15.3333333333333	0.0111013370876865	0.26566359436344	AT2G34920:I001	0.000940237395609917	0.183146069212177	0.189189189189189
2.14755340.14755631	Yes	6.53657101661888	0.0614733830357075	1	1	NA	0.982935153583618	1	3.33333333333333	0.666666666666667	4	96	89.6666666666667	0.0355138282882698	0.407810288240371	AT2G35010:I004	0.00107487364832345	0.195246683272433	-0.0585365281540645
2.14891347.14891427	Yes	11.4245162451669	0.0191946247882714	1	1	NA	0.982176755958658	32.3333333333333	48.6666666666667	24	42.3333333333333	3104.33333333333	2393	3.96101204045724e-07	0.000198132771953489	AT2G35370:I001	2.69995090329734e-05	0.0200358110183599	-0.0188112165061625
2.14891515.14891662	Yes	11.6506778100664	0.0188154147017716	1	1	NA	0.985327313769752	20	35.3333333333333	32	63.6666666666667	3492	2938.33333333333	8.19269312105317e-09	7.13363581861777e-06	AT2G35370:I002	0.000476391923113909	0.125366337696223	-0.0179216948057482
2.14985690.14986064	Yes	6.56985560833095	0.115936334749795	1	1	NA	0.925	7.33333333333333	13	0.666666666666667	6	98.6666666666667	91.3333333333333	0.00619064230591397	0.207618335166135	AT2G35650:I001	0.00027746995264181	0.0915101900783442	-0.0972054380664653
2.15200016.15200469	Yes	7.94055830837391	0.0427048393551797	1	1	NA	0.952586206896552	7.33333333333333	17.6666666666667	3.66666666666667	7.33333333333333	221	270.333333333333	0.0699706511510469	0.513350382159458	AT2G36250:E007	0.00071909941995898	0.154664653952963	-0.0372363197633689
2.15225209.15225301	Yes	6.09803208296053	0.117143792339157	1	1	NA	0.975369458128079	0	6.33333333333333	1.66666666666667	4.66666666666667	66	71	0.000246870413581246	0.0348580282624126	AT2G36310:I003	8.62901748249444e-05	0.0441543440650816	-0.109515799591493
2.15279355.15279708	Yes	7.99435343685886	0.072967530188473	1	1	NA	0.943313953488372	5.33333333333333	15.6666666666667	7.66666666666667	26	216.333333333333	293.666666666667	0.00463270067456923	0.18184542783878	AT2G36410:I001	0.000456570487176934	0.124545906466337	-0.0675684266494059
2.15547238.15547315	Yes	6.24158598656976	0.063631451518301	1	1	NA	1	0	2	0	3	75	76.3333333333333	0.00136843595111664	0.0974896578841348	AT2G37020:I002	1.15601872243697e-05	0.0110370887524669	-0.0614754098360656
2.15649026.15649124	No	2.11547721741994	-4.10902176002903	0.000990219697933812	0.00110536152327495	NA	0.147727272727273	19	20.6666666666667	31	29.3333333333333	0	8.66666666666667	1.78369493306846e-06	0.000716824306883867	AT2G37270:E005	0.17987942834173	0.999995054331151	0.147727272727273
2.15649026.15649124	No	2.11547721741994	-4.10902176002903	0.000990219697933812	0.00110536152327495	NA	0.147727272727273	19	20.6666666666667	31	29.3333333333333	0	8.66666666666667	1.78369493306846e-06	0.000716824306883867	AT2G37270:E004	0.922131008511019	0.999995054331151	0.147727272727273
2.15751999.15752088	Yes	5.27301849440642	0.180192450153516	1	1	NA	0.967213114754098	0.666666666666667	3.66666666666667	0.666666666666667	5	39.3333333333333	38	0.00886486368613467	0.240989002712462	AT2G37540:I002	0.000943484627999993	0.183223452148456	-0.152927400468384
2.15753166.15753703	Yes	5.74595437739346	0.114211228135897	1	1	NA	0.903225806451613	4	5.66666666666667	2	6.33333333333333	56	51.3333333333333	0.102599656642913	0.579064284662277	AT2G37540:I007	0.00016615993436335	0.0682315106980736	-0.0926994906621392
2.15989508.15990225	No	2.27301849440642	2.16545020630823	0.396364277211646	0.164824748939496	NA	0.0752089136490251	44	30.6666666666667	66.6666666666667	60	9	0.666666666666667	0.000942772017151718	0.0794369887923107	AT2G38170:I001	0.103637204940627	0.99642540524609	-0.0679096435760322
2.16133720.16133810	Yes	7.39945595807998	0.0705537739035371	1	1	NA	0.997787610619469	0.333333333333333	7	0	5.33333333333333	150.333333333333	187.333333333333	1.54703148536675e-05	0.00430418029149124	AT2G38550:I004	0.000628607043088687	0.145172068141274	-0.0595572266461802
2.16133720.16134112	No	1.73696559416621	0.55327565467487	1	1	NA	0.470588235294118	0.333333333333333	7	2.66666666666667	3.33333333333333	2.66666666666667	4	0.0263627761618834	0.367923285810662	AT2G38550:I004	0.000628607043088687	0.145172068141274	-0.191518467852257
2.16147704.16148114	Yes	6.36048133565676	0.0787733169650462	1	1	NA	0.955555555555556	1.66666666666667	8.66666666666667	1.66666666666667	3.33333333333333	71.6666666666667	92.6666666666667	0.0607454470008129	0.491916142233981	AT2G38610:I001	0.00024630323584531	0.0866649761020737	-0.070205237084218
2.16405260.16405371	Yes	5.18982455888002	-0.0541961321946225	1	1	NA	1	0.333333333333333	0	1.66666666666667	0	38	35	0.0476622647331071	0.452734817181879	AT2G39280:I016	0.000264718207323152	0.0889470218550467	0.05
2.16476534.16476644	Yes	7.70274987882829	0.100325951829067	1	1	NA	0.829493087557604	23.3333333333333	35.6666666666667	13.6666666666667	41.3333333333333	180	236.666666666667	0.00468337223310444	0.182066821591115	AT2G39470:I003	0.000120578484785102	0.0560239126681496	-0.074976615719134
2.16476558.16476644	Yes	9.63783240214696	0.0587628200320402	1	1	NA	0.95810705973623	22.3333333333333	39.6666666666667	13.6666666666667	41.3333333333333	823.333333333333	770	9.97953206158039e-08	6.18504520187423e-05	AT2G39470:I003	0.000120578484785102	0.0560239126681496	-0.0532891983966292
2.16476558.16476656	No	3.14295795384204	0.0363085969570066	1	1	NA	0.136882129277567	22.3333333333333	39.6666666666667	13.6666666666667	36	5.66666666666667	12	0.527318274149753	0.893181041857926	AT2G39470:I003	0.000120578484785102	0.0560239126681496	0.000882129277566701
2.16477464.16477550	Yes	9.74679421153431	0.0412111169648046	1	1	NA	0.941747572815534	27	45.6666666666667	23	51.3333333333333	808.333333333333	910	0.000320233785292439	0.0415371930139527	AT2G39470:I009	0.000565201239665919	0.136361548390832	-0.038073292775812
2.16477464.16477554	No	3.27301849440642	0.129809560784271	1	1	NA	0.124293785310734	27	45.6666666666667	24.6666666666667	52.3333333333333	7.33333333333333	12	0.655527244751608	0.934163557405163	AT2G39470:I009	0.000565201239665919	0.136361548390832	-0.0152028762198254
2.16571066.16571180	Yes	13.4999289127237	0.0155582099480878	1	1	NA	0.988963183758962	68.6666666666667	145	68.3333333333333	145	12276	10893.3333333333	1.62277948699915e-20	8.03181895673224e-17	AT2G39730:E002	6.1953869673092e-06	0.00677745599304172	-0.0148946293625391
2.16571066.16571191	Yes	13.9862864860596	-0.0114392768920233	1	1	NA	0.906062138322378	68.6666666666667	145	1813	1527	16331	16127	1.26539788326529e-09	1.35223581300437e-06	AT2G39730:E002	6.1953869673092e-06	0.00677745599304172	0.00937851154248087
2.16817697.16817823	Yes	4.01495034146597	-0.0463509614830891	1	1	NA	1	0.333333333333333	0	0.666666666666667	0	18.3333333333333	14	0.247049111963158	0.739616538562616	AT2G40260:I002	0.000536881765655308	0.134278592431618	0.0517241379310345
2.17016226.17016317	Yes	4.23521646169403	0.247434707611539	1	1	NA	0.933333333333333	0.333333333333333	6	0.666666666666667	2.66666666666667	14	23.6666666666667	0.0344641291594775	0.403828829144597	AT2G40770:I008	0.000539846685185745	0.134278592431618	-0.201374570446735
2.17046844.17047168	Yes	8.93516504960369	0.0211545727238161	1	1	NA	0.98047419804742	7.66666666666667	15	1.66666666666667	6	468.666666666667	510.333333333333	0.0274410952236786	0.372640166604984	AT2G40840:I007	0.000301144231053994	0.0958219174285385	-0.0199974100925892
