	size	cluster.LR	pvalue	FDR
21268	2	2.3146364014201	0.128161265807112	0.861606242953934
6937	3	4.10873450809121	0.12817391144854	0.861606242953934
18787	3	4.10873133362547	0.128174114890547	0.861606242953934
31979	2	2.31433632349186	0.128186001978348	0.861606242953934
12507	2	2.31429998017252	0.12818899820956	0.861606242953934
7224	2	2.31399170307155	0.128214416455979	0.861606242953934
29525	2	2.31383540483402	0.128227305794734	0.861606242953934
2294	2	2.31371791266133	0.128236995890417	0.861606242953934
28481	2	2.31367478030557	0.128240553409891	0.861606242953934
17014	2	2.31344018214527	0.128259904787947	0.861606242953934
36319	2	2.31339027497107	0.128264021917349	0.861606242953934
33757	2	2.31267520016487	0.128323028706273	0.861606242953934
33595	2	2.31254104252885	0.128334102539197	0.861606242953934
3066	2	2.31219135188782	0.128362972209919	0.861606242953934
36545	3	4.10464046366021	0.128436555019623	0.861606242953934
36861	2	2.31123761332972	0.128441747479477	0.861606242953934
26089	2	2.31120327367654	0.128444584811389	0.861606242953934
16383	3	4.10410774079146	0.128470770121233	0.861606242953934
13546	2	2.31085627971062	0.12847325928667	0.861606242953934
28055	2	2.31075645644657	0.1284815096833	0.861606242953934
11416	2	2.31072139579313	0.128484407587666	0.861606242953934
25975	3	4.10376769846063	0.128492614728261	0.861606242953934
7683	2	2.31032191964885	0.128517431041426	0.861606242953934
24380	2	2.31021264627262	0.128526465978817	0.861606242953934
11580	3	4.10320737394744	0.12852861855238	0.861606242953934
34528	2	2.31009161059021	0.12853647427244	0.861606242953934
22670	2	2.30951995236285	0.128583755728571	0.861606242953934
23843	3	4.10196086308942	0.128608749680162	0.861606242953934
5187	2	2.30884830763529	0.128639331747771	0.861606242953934
9516	2	2.30878937762984	0.128644209255616	0.861606242953934
29060	2	2.30870427393723	0.128651253465886	0.861606242953934
17820	2	2.30841328298339	0.128675342640365	0.861606242953934
35367	2	2.30838768403247	0.128677462044899	0.861606242953934
23759	2	2.30828578618165	0.128685898821613	0.861606242953934
19641	2	2.30827824317456	0.128686523380047	0.861606242953934
3143	15	20.0460687819848	0.128695655182881	0.861606242953934
24776	2	2.30813321230846	0.128698532543172	0.861606242953934
11863	6	8.54380186020295	0.128703314577571	0.861606242953934
32098	3	4.09998603805753	0.1287358022856	0.861606242953934
33616	3	4.0999170549492	0.128740242660075	0.861606242953934
19875	3	4.09985180653668	0.128744442776818	0.861606242953934
14002	2	2.30754589768128	0.128747177417811	0.861606242953934
6727	3	4.09973035704659	0.128752260987658	0.861606242953934
19655	2	2.3072390342395	0.128772601809797	0.861606242953934
21897	2	2.30717865894745	0.128777604709785	0.861606242953934
28890	3	4.09928537439589	0.128780910435856	0.861606242953934
13677	2	2.30696416718085	0.128795379970587	0.861606242953934
18387	2	2.30641070506184	0.128841258848035	0.861606242953934
228	3	4.0980177163875	0.128862561385713	0.861606242953934
34894	2	2.30611138065831	0.128866078731534	0.861606242953934
961	3	4.09796205997391	0.128866147449616	0.861606242953934
2387	2	2.30598228450882	0.128876784986611	0.861606242953934
1112	3	4.09779268961412	0.128877060964596	0.861606242953934
30485	2	2.30593838477922	0.128880425922822	0.861606242953934
30835	2	2.30559646025157	0.128908788228884	0.861606242953934
22070	2	2.30552145131388	0.128915011076963	0.861606242953934
26614	2	2.30550174694342	0.128916645835039	0.861606242953934
9086	3	4.09714085518021	0.12891907106317	0.861606242953934
26237	3	4.09707024519293	0.1289236226305	0.861606242953934
31258	2	2.30537572998397	0.128927101282122	0.861606242953934
33911	2	2.30494937337996	0.1289624824852	0.861606242953934
34378	2	2.30469660773348	0.128983463349408	0.861606242953934
34217	2	2.30468411468698	0.128984500435897	0.861606242953934
5449	3	4.09612366051815	0.128984655635286	0.861606242953934
17802	2	2.30464472187005	0.12898777061648	0.861606242953934
9542	4	5.66657116836836	0.12900839573255	0.861606242953934
4279	8	11.227182711503	0.129011835085456	0.861606242953934
10225	2	2.30410122120275	0.129032898558787	0.861606242953934
25525	3	4.09531076169527	0.129037092028303	0.861606242953934
25693	2	2.30377441042789	0.129060042775694	0.861606242953934
22467	3	4.09448678553868	0.129090264724383	0.861606242953934
35339	3	4.09448277323993	0.129090523698997	0.861606242953934
32710	2	2.30329712575279	0.129099696468864	0.861606242953934
23709	4	5.66362311409027	0.129173169864343	0.861606242953934
8419	3	4.09285878756189	0.129195386848127	0.861606242953934
11054	2	2.30206419697926	0.129202193305371	0.861606242953934
2279	2	2.30168526178742	0.129233713465748	0.861606242953934
17573	6	8.53222217547302	0.129240983756036	0.861606242953934
15761	2	2.30155508595426	0.129244543582382	0.861606242953934
6861	5	7.12837519337955	0.129257716924295	0.861606242953934
884	2	2.30126169358494	0.12926895638012	0.861606242953934
6879	2	2.30104807538878	0.129286734504906	0.861606242953934
32557	2	2.30097747910301	0.129292610397209	0.861606242953934
4289	3	4.09064267164265	0.129338622166733	0.861606242953934
12155	2	2.30040389269275	0.129340362353767	0.861606242953934
12446	6	8.52966295900641	0.129360086215189	0.861606242953934
5246	2	2.30001903753326	0.12937241315756	0.861606242953934
37090	2	2.29981679880944	0.129389259180341	0.861606242953934
10755	5	7.12549892404809	0.129402954095087	0.861606242953934
33219	2	2.29950638981173	0.12941512029453	0.861606242953934
36261	2	2.29949444599491	0.129416115485168	0.861606242953934
7642	2	2.29946775775273	0.129418339251427	0.861606242953934
31647	2	2.29941620179964	0.129422635210906	0.861606242953934
27136	2	2.29920717287744	0.129440054416101	0.861606242953934
20946	2	2.29904760422854	0.129453353659897	0.861606242953934
17172	3	4.08874881471997	0.129461154594778	0.861606242953934
35069	2	2.29893787275264	0.129462500109729	0.861606242953934
12209	15	20.0202936445178	0.12950290567201	0.861606242953934
12989	2	2.29844977694324	0.129503193095916	0.861606242953934
37356	2	2.29740737443542	0.129590146865144	0.861606242953934
36172	3	4.08665066651943	0.129597040203629	0.861606242953934
33100	2	2.29722420168061	0.129605433250713	0.861606242953934
8280	3	4.08557074800804	0.129667036220795	0.861606242953934
5303	2	2.29614648519455	0.129695413039611	0.861606242953934
26222	2	2.29605566518822	0.129702998886614	0.861606242953934
3581	2	2.29594895311893	0.129711912768612	0.861606242953934
5667	6	8.52132388410913	0.129748861548999	0.861606242953934
10385	2	2.29508980872105	0.129783703777162	0.861606242953934
27363	2	2.29497461526976	0.129793332829578	0.861606242953934
37198	2	2.29490670601091	0.129799009756368	0.861606242953934
32671	2	2.29437300133057	0.12984363484596	0.861606242953934
33451	2	2.29398309640595	0.129876247098327	0.861606242953934
2917	2	2.29397975390996	0.129876526709342	0.861606242953934
24946	2	2.29376657264418	0.129894361424361	0.861606242953934
21684	3	4.08206022748959	0.129894835481414	0.861606242953934
34320	2	2.29351930907198	0.129915050879993	0.861606242953934
5866	5	7.11507588998122	0.129930525368778	0.861606242953934
29208	3	4.0808971847797	0.12997039406948	0.861606242953934
269	6	8.51644471734634	0.129976820351706	0.861606242953934
15063	4	5.64915378466788	0.129984802535448	0.861606242953934
24573	2	2.29259348889528	0.129992550304562	0.861606242953934
22806	2	2.29255095467417	0.129996112037107	0.861606242953934
10390	2	2.29219382472104	0.130026021693228	0.861606242953934
14858	2	2.29216258576293	0.130028638322793	0.861606242953934
1454	2	2.29176293641741	0.130062118828192	0.861606242953934
34402	2	2.2917464447316	0.13006350062074	0.861606242953934
33793	2	2.29137592162376	0.130094550037628	0.861606242953934
37308	2	2.29105061747108	0.130121816969716	0.861606242953934
12286	4	5.64575279641285	0.130176277789082	0.861606242953934
13756	5	7.10967263211987	0.130204795121326	0.861606242953934
32317	3	4.07725605500367	0.130207229126784	0.861606242953934
29803	3	4.07716181388184	0.130213364709011	0.861606242953934
8439	2	2.2899084326063	0.130217605159273	0.861606242953934
20945	2	2.28961600244146	0.130242142161107	0.861606242953934
36567	3	4.07642406466252	0.130261405973147	0.861606242953934
18291	2	2.28920828043033	0.130276361585869	0.861606242953934
33186	2	2.28914013249703	0.130282082105373	0.861606242953934
17242	2	2.28912704954326	0.130283180355494	0.861606242953934
9835	5	7.10801787699487	0.130288897189573	0.861606242953934
8524	3	4.07550725688352	0.130321131996572	0.861606242953934
14052	2	2.28863751446829	0.130324281856432	0.861606242953934
11410	2	2.28846410991159	0.130338844418769	0.861606242953934
18696	5	7.10589623438608	0.130396801755316	0.861606242953934
8798	4	5.64134066830892	0.13042507968996	0.861606242953934
34391	2	2.28712571777504	0.130451304026297	0.861606242953934
26057	2	2.28694590226574	0.130466421430147	0.861606242953934
37162	2	2.28684173010851	0.130475180259016	0.861606242953934
23710	3	4.07196738519426	0.130551996286628	0.861606242953934
24771	3	4.07185020571505	0.130559645518176	0.861606242953934
32282	3	4.07151264498485	0.130581683282532	0.861606242953934
24393	2	2.28549843584029	0.130588183644031	0.861606242953934
25327	2	2.28526828476759	0.130607555839752	0.861606242953934
17264	2	2.28510950439742	0.130620922513877	0.861606242953934
31232	2	2.28501831235893	0.130628600061011	0.861606242953934
28370	2	2.28491496704775	0.130637301412451	0.861606242953934
29894	3	4.07045137518701	0.130650992868259	0.861606242953934
37103	2	2.28463966278795	0.130660484323499	0.861606242953934
2230	2	2.2844697030255	0.130674798641347	0.861606242953934
18812	3	4.06810342345724	0.130804464048714	0.861606242953934
5300	3	4.06643000566466	0.130913955107141	0.861606242953934
4736	2	2.28140134958684	0.130933521963996	0.861606242953934
12550	2	2.28125080881091	0.130946230246772	0.861606242953934
36140	3	4.06589485570909	0.130948989092671	0.861606242953934
13657	3	4.06579179000554	0.130955737441395	0.861606242953934
9216	4	5.6318344323933	0.130962677632887	0.861606242953934
7232	2	2.2810050018287	0.130966983626471	0.861606242953934
11339	2	2.28050238891335	0.131009430445236	0.861606242953934
6905	2	2.28003680876036	0.131048763454675	0.861606242953934
23800	2	2.27961239381738	0.131084630235114	0.861606242953934
7237	4	5.62926499726893	0.131108345849707	0.861606242953934
6737	3	4.06336944040237	0.13111444382189	0.861606242953934
2343	2	2.27924979927545	0.131115281325009	0.861606242953934
34947	2	2.27923815464012	0.131116265809794	0.861606242953934
16952	3	4.06267053526861	0.131160270107429	0.861606242953934
32945	2	2.27845771194317	0.131182266409153	0.861606242953934
20975	3	4.06208078497738	0.131198951714018	0.861606242953934
9939	2	2.2780652623787	0.131215469150219	0.861606242953934
20957	3	4.06124993817836	0.131253466151053	0.861606242953934
18966	2	2.27761442590746	0.131253623220885	0.861606242953934
305	2	2.27755672628945	0.131258507204834	0.861606242953934
37083	3	4.05931577363713	0.131380460448194	0.861606242953934
19893	2	2.27581823848292	0.131405756638527	0.861606242953934
19365	3	4.05824351511289	0.131450916242529	0.861606242953934
686	2	2.27505451325519	0.131470502219123	0.861606242953934
31084	2	2.27490618554532	0.131483080978995	0.861606242953934
1511	2	2.27477062648409	0.131494578082977	0.861606242953934
26349	2	2.27442962921902	0.131523503877132	0.861606242953934
13058	2	2.27427316598772	0.131536778568945	0.861606242953934
30982	2	2.27406160124136	0.131554730574827	0.861606242953934
4598	3	4.05650452146719	0.131565262101039	0.861606242953934
16141	2	2.27368624506841	0.131586587583268	0.861606242953934
13362	3	4.05608359741563	0.131592954506621	0.861606242953934
8220	2	2.27345324840158	0.13160636667006	0.861606242953934
18853	4	5.61984692243302	0.131643599652502	0.861606242953934
19371	3	4.05493773156322	0.131668370045074	0.861606242953934
25858	2	2.2725438166661	0.131683600085822	0.861606242953934
25996	2	2.27241572531765	0.131694482296719	0.861606242953934
15412	2	2.27209729467571	0.131721539444224	0.861606242953934
29584	2	2.27195828952031	0.131733352699462	0.861606242953934
12792	2	2.27171880206402	0.131753708145984	0.861606242953934
28633	2	2.2712328217852	0.131795025257334	0.861606242953934
7980	2	2.27114946438648	0.13180211359644	0.861606242953934
18581	2	2.27109815000241	0.131806477352979	0.861606242953934
9188	2	2.27103165173332	0.131812132581475	0.861606242953934
27424	2	2.27074478727063	0.13183653157024	0.861606242953934
15942	2	2.27057626496924	0.131850867427697	0.861606242953934
772	9	12.4588770989877	0.131874120846149	0.861606242953934
14809	2	2.26977283059379	0.131919237921677	0.861606242953934
27084	2	2.26976620982152	0.13191980149918	0.861606242953934
24796	2	2.26962101551602	0.131932161495067	0.861606242953934
27785	3	4.05041150741035	0.131966687759295	0.861606242953934
37115	2	2.26878723457742	0.132003164027484	0.861606242953934
19446	3	4.04975441922102	0.132010051758354	0.861606242953934
4594	7	9.82959455393028	0.132014028579329	0.861606242953934
1464	3	4.04918854816873	0.132047407376171	0.861606242953934
30379	2	2.26761191999995	0.132103323099307	0.861606242953934
24454	3	4.04807719858733	0.132120803181838	0.861606242953934
24408	5	7.07214372914119	0.132124521666138	0.861606242953934
19257	2	2.26731320632387	0.132128792684446	0.861606242953934
10747	2	2.26699084898597	0.132156284378254	0.861606242953934
15207	2	2.26682488958474	0.13217044043194	0.861606242953934
6767	2	2.26679788560521	0.132172743985447	0.861606242953934
7083	2	2.26643348758726	0.132203833059383	0.861606242953934
22804	4	5.60999412004051	0.132205782271741	0.861606242953934
11320	2	2.26600524308959	0.132240379711876	0.861606242953934
19793	2	2.26580747314794	0.132257261329485	0.861606242953934
1887	2	2.26553794215655	0.132280272335789	0.861606242953934
20400	3	4.04516537071173	0.132313299795913	0.861606242953934
28336	2	2.26485276762904	0.132338788726004	0.861606242953934
32745	3	4.04449822193849	0.132357443485926	0.861606242953934
20017	2	2.26455962335508	0.132363833138383	0.861606242953934
166	4	5.60694733440308	0.132380087444461	0.861606242953934
31326	2	2.26427081087075	0.132388512645382	0.861606242953934
7968	2	2.26415759351162	0.132398188658855	0.861606242953934
31324	2	2.2638329184439	0.132425941083187	0.861606242953934
20842	3	4.04344346754199	0.132427264192946	0.861606242953934
8835	2	2.26374418978993	0.132433526519922	0.861606242953934
13478	3	4.0427568213134	0.13247273733925	0.861606242953934
16420	2	2.26328517923251	0.132472775205412	0.861606242953934
34703	2	2.26268996079132	0.132523689983655	0.861606242953934
8717	2	2.26252397635714	0.13253789213079	0.861606242953934
34500	2	2.2623454931937	0.132553165604813	0.861606242953934
8734	4	5.60385578316892	0.132557176785733	0.861606242953934
21748	3	4.04074359515433	0.132606153267181	0.861606242953934
14746	5	7.06217957560071	0.132638578321095	0.861606242953934
21879	3	4.04014120306388	0.132646099731674	0.861606242953934
2410	3	4.03982846215292	0.132666843284505	0.861606242953934
1220	2	2.26087981481918	0.132678663577226	0.861606242953934
18378	2	2.26054385048672	0.13270744904554	0.861606242953934
28041	3	4.03913257355799	0.132713011987691	0.861606242953934
27268	2	2.26031596678357	0.132726978121475	0.861606242953934
35552	2	2.26021846124818	0.132735335087856	0.861606242953934
2270	2	2.25999937627769	0.132754114480886	0.861606242953934
15075	2	2.259665399507	0.132782747810043	0.861606242953934
31793	3	4.03787199575048	0.132796685893127	0.861606242953934
5736	2	2.25946309603619	0.132800095550292	0.861606242953934
27991	2	2.25871166021225	0.132864554149318	0.861606242953934
26390	2	2.25870238164777	0.132865350288334	0.861606242953934
29616	2	2.25837261591086	0.132893649006093	0.861606242953934
14423	6	8.45405909425842	0.132923461765573	0.861606242953934
19898	3	4.03585100456288	0.132930944181374	0.861606242953934
9192	2	2.2574138822512	0.132975960609029	0.861606242953934
23884	4	5.59566277007757	0.133027575690809	0.861606242953934
35923	2	2.25674741872489	0.133033213059904	0.861606242953934
36838	2	2.2565895426132	0.133046779417858	0.861606242953934
32729	2	2.25651053937256	0.133053568778399	0.861606242953934
30735	2	2.25625343188375	0.133075666696444	0.861606242953934
22832	2	2.25609494662526	0.133089290256955	0.861606242953934
15121	2	2.2558671984076	0.133108870463193	0.861606242953934
901	2	2.25573255177858	0.133120447956747	0.861606242953934
35107	2	2.2556909464531	0.133124025588251	0.861606242953934
35013	2	2.25567101278744	0.133125739717224	0.861606242953934
4085	2	2.25560263941178	0.133131619444554	0.861606242953934
23751	2	2.25540293511456	0.133148794556842	0.861606242953934
15055	2	2.25479074442001	0.133201460048021	0.861606242953934
33334	2	2.25476945384947	0.133203292050224	0.861606242953934
23142	2	2.25470361377471	0.133208957607871	0.861606242953934
3940	2	2.2543850191816	0.13323637656938	0.861606242953934
33259	2	2.25436243729343	0.133238320256361	0.861606242953934
37331	2	2.25421821784682	0.133250734379304	0.861606242953934
31613	2	2.25412889162296	0.133258424050991	0.861606242953934
31203	2	2.25352731812498	0.13331022358056	0.861606242953934
8900	11	14.9654419326957	0.133326870079452	0.861606242953934
25040	2	2.25331796912086	0.133328255216437	0.861606242953934
37209	2	2.25330699245261	0.133329200733358	0.861606242953934
25732	3	4.02963325121862	0.133344853155348	0.861606242953934
14149	2	2.25307714568507	0.133349001176895	0.861606242953934
27448	2	2.2529250774703	0.133362103093638	0.861606242953934
32354	2	2.25285812374107	0.133367872159464	0.861606242953934
16419	2	2.25178204645742	0.133460630590713	0.861606242953934
15325	5	7.04626762501549	0.133463301034875	0.861606242953934
8860	2	2.25168031729862	0.133469403427198	0.861606242953934
32252	2	2.25154205273665	0.133481328007238	0.861606242953934
17468	2	2.25138556412509	0.133494825750527	0.861606242953934
14190	3	4.02738421011303	0.133494886525324	0.861606242953934
36235	2	2.25134793580118	0.133498071565339	0.861606242953934
28839	2	2.2508753816378	0.133538841541524	0.861606242953934
4198	3	4.02669279838794	0.133541044468291	0.861606242953934
8841	2	2.2508491436951	0.133541105648042	0.861606242953934
35847	2	2.25021694049655	0.133595672264051	0.861606242953934
35078	2	2.2499348548851	0.133620027629143	0.861606242953934
2565	2	2.24971723069708	0.133638820764531	0.861606242953934
11590	2	2.24969984060601	0.133640322629173	0.861606242953934
30728	2	2.24950313672683	0.133657311927365	0.861606242953934
18737	2	2.24922522075917	0.133681319621748	0.861606242953934
25885	2	2.24883405201056	0.133715118792775	0.861606242953934
20416	2	2.24865566057615	0.133730535983006	0.861606242953934
12747	2	2.24850931131875	0.133743185463638	0.861606242953934
30604	2	2.24796379798049	0.133790347883017	0.861606242953934
8945	4	5.58241267744976	0.133791682137711	0.861606242953934
11655	2	2.24746143987027	0.1338337957541	0.861606242953934
392	2	2.24744376357955	0.133835324825619	0.861606242953934
21569	2	2.24738497881984	0.133840410088473	0.861606242953934
35698	2	2.24725939305204	0.133851274795237	0.861606242953934
30905	2	2.24712707998156	0.133862722562544	0.861606242953934
32609	2	2.24686941237857	0.133885019183334	0.861606242953934
37673	3	4.02124699003034	0.133905159436431	0.861606242953934
32118	3	4.02109735213015	0.133915178454674	0.861606242953934
36160	2	2.24626183984644	0.133937610388047	0.861606242953934
13922	2	2.24603546767765	0.133957210965556	0.861606242953934
29146	2	2.24588808806422	0.133969973645995	0.861606242953934
14847	2	2.24577577640017	0.133979700448411	0.861606242953934
26829	2	2.24552018460888	0.13400183903374	0.861606242953934
28690	3	4.01962655409961	0.134013695765366	0.861606242953934
2803	2	2.24531098330753	0.134019962459077	0.861606242953934
28471	2	2.24493294575435	0.134052719374655	0.861606242953934
34492	2	2.24470952780715	0.134072082725047	0.861606242953934
1287	2	2.24407153763553	0.134127393740651	0.861606242953934
8146	3	4.01786463441853	0.134131808468052	0.861606242953934
10186	2	2.2440014277755	0.134133473520849	0.861606242953934
32089	2	2.24344306133629	0.134181904888658	0.861606242953934
13451	2	2.24322818447331	0.134200548002602	0.861606242953934
14873	2	2.24299596797039	0.134220698791889	0.861606242953934
2509	8	11.1021870807012	0.134223364246425	0.861606242953934
35204	2	2.24291619113581	0.134227622276911	0.861606242953934
6552	2	2.24183859601554	0.134321181213646	0.861606242953934
23362	2	2.24148564698747	0.134351840796101	0.861606242953934
12779	2	2.24133061080835	0.134365310779495	0.861606242953934
17206	3	4.01403235696421	0.134389070016497	0.861606242953934
30365	2	2.24086687780856	0.134405610233762	0.861606242953934
33354	2	2.24070760597882	0.134419454436697	0.861606242953934
14499	3	4.01340704395897	0.134431094202344	0.861606242953934
4265	2	2.24057090239772	0.134431338237279	0.861606242953934
479	2	2.24047575284806	0.134439610391246	0.861606242953934
23344	2	2.24026818757625	0.1344576577687	0.861606242953934
14762	2	2.24017520455669	0.134465743331442	0.861606242953934
31342	2	2.24010413084039	0.134471924084521	0.861606242953934
32856	3	4.01276464898284	0.134474280067344	0.861606242953934
3620	2	2.23992899514188	0.134487155691108	0.861606242953934
4383	2	2.23950930429988	0.134523664187341	0.861606242953934
23682	2	2.23894340466365	0.134572908792654	0.861606242953934
30617	2	2.23874427612304	0.134590241759767	0.861606242953934
26503	2	2.23864875580035	0.134598557127567	0.861606242953934
33596	2	2.23851873420798	0.134609876871164	0.861606242953934
36323	3	4.01060366033976	0.134619657288837	0.861606242953934
11640	2	2.23838770477333	0.134621285435115	0.861606242953934
15562	4	5.56803639506333	0.134625447378787	0.861606242953934
37458	2	2.23813920756366	0.134642924737061	0.861606242953934
27804	2	2.23813577992059	0.134643223245692	0.861606242953934
9713	2	2.23712652865254	0.134731149728205	0.861606242953934
31280	2	2.23700752738522	0.134741521410885	0.861606242953934
5501	3	4.00859778580853	0.13475474008828	0.861606242953934
31878	2	2.23660396959896	0.134776700571006	0.861606242953934
13975	2	2.23652705173724	0.134783406862507	0.861606242953934
6391	8	11.0879590372827	0.13482804354895	0.861606242953934
13330	2	2.23580370532946	0.134846492035584	0.861606242953934
2921	2	2.2354119154734	0.134880674972846	0.861606242953934
33229	2	2.23540110237671	0.134881618532889	0.861606242953934
28233	2	2.23529350689248	0.134891007808905	0.861606242953934
15646	6	8.4129805329166	0.134896358284363	0.861606242953934
16350	2	2.23491200788678	0.134924305056359	0.861606242953934
24150	2	2.23358116688993	0.135040532911401	0.861606242953934
19157	4	5.56063474670832	0.135056633927975	0.861606242953934
20269	3	4.00377583182684	0.135080022632838	0.861606242953934
34297	2	2.23285174402337	0.135104283947033	0.861606242953934
3144	8	11.0814290513921	0.135106354079684	0.861606242953934
24007	4	5.55965701752412	0.135113689938638	0.861606242953934
37316	2	2.23234394260031	0.135148685306772	0.861606242953934
12362	2	2.23193424145176	0.135184520832252	0.861606242953934
1633	7	9.75841733704146	0.135201207813716	0.861606242953934
4828	2	2.2314581098434	0.135226180219712	0.861606242953934
31252	2	2.23089138306547	0.135275785004519	0.861606242953934
37370	2	2.23074985252043	0.13528817614778	0.861606242953934
31467	2	2.23073643387528	0.135289351029731	0.861606242953934
10496	2	2.230297395878	0.135327797707887	0.861606242953934
21709	2	2.2301118060473	0.135344053536515	0.861606242953934
34782	2	2.23004573311922	0.135349841397156	0.861606242953934
3631	2	2.23001426076666	0.135352598411719	0.861606242953934
23576	2	2.22990586345737	0.135362094622601	0.861606242953934
25362	3	3.99940091038358	0.135375828290301	0.861606242953934
7378	2	2.22958237636072	0.135390438334946	0.861606242953934
25734	2	2.22926491504881	0.135418260529199	0.861606242953934
33899	2	2.22912835753762	0.135430230347843	0.861606242953934
595	2	2.22911896061376	0.135431054069796	0.861606242953934
31813	2	2.22911885681721	0.135431063168497	0.861606242953934
1234	2	2.22903781910494	0.135438167060678	0.861606242953934
26645	3	3.99839428763208	0.135443981634419	0.861606242953934
9040	2	2.22893421448903	0.135447249810151	0.861606242953934
36463	2	2.22843219786685	0.13549126996708	0.861606242953934
19007	4	5.55317763375138	0.135492377135073	0.861606242953934
20599	2	2.22839510906908	0.135494522794632	0.861606242953934
1839	3	3.99752317113713	0.135502988227162	0.861606242953934
18504	2	2.22822230554916	0.135509679467749	0.861606242953934
5858	2	2.22818831323238	0.1355126611722	0.861606242953934
23648	2	2.22797363613547	0.135531493701795	0.861606242953934
19645	2	2.22775909901682	0.135550316877938	0.861606242953934
19160	2	2.22720077689429	0.135599316968455	0.861606242953934
30586	2	2.22704617160134	0.135612889115575	0.861606242953934
37420	2	2.22673037259699	0.135640616503923	0.861606242953934
37765	2	2.22658690566109	0.135653215103937	0.861606242953934
1935	2	2.22636779283078	0.13567245910273	0.861606242953934
7673	2	2.22614030637786	0.135692441763681	0.861606242953934
23315	2	2.22584849443077	0.135718079670159	0.861606242953934
25638	2	2.22533242148603	0.135763433890721	0.861606242953934
25137	2	2.22523533103356	0.135771968421055	0.861606242953934
36557	2	2.2251850635188	0.13577638731628	0.861606242953934
19310	2	2.22488406602155	0.135802850643911	0.861606242953934
32531	2	2.22487828440155	0.135803359013299	0.861606242953934
22601	2	2.22478956486838	0.135811160259184	0.861606242953934
28992	2	2.2247631717869	0.135813481140503	0.861606242953934
425	2	2.22440956623271	0.135844579803424	0.861606242953934
17560	5	7.00080665159957	0.135845603696892	0.861606242953934
33272	2	2.22439514959908	0.135845847876902	0.861606242953934
36918	2	2.22434167470327	0.13585055159396	0.861606242953934
34768	2	2.2240078942169	0.135879915453366	0.861606242953934
12870	2	2.22377268755303	0.135900611689375	0.861606242953934
18951	2	2.22320584631832	0.135950503518529	0.861606242953934
9087	2	2.22309899062413	0.135959910963851	0.861606242953934
10582	4	5.54502601598307	0.135970228962968	0.861606242953934
15746	2	2.2226032108553	0.136003568346932	0.861606242953934
29646	2	2.22258520866614	0.136005153879245	0.861606242953934
3689	2	2.22240683122237	0.13602086548697	0.861606242953934
72	6	8.38968705780553	0.136026726164021	0.861606242953934
36169	2	2.22177076949253	0.136076906784119	0.861606242953934
18243	5	6.99604459654201	0.136097398058697	0.861606242953934
4522	2	2.22150232824267	0.136100566011932	0.861606242953934
4688	2	2.2214031276267	0.136109310282074	0.861606242953934
28708	3	3.98821723719063	0.136134948260576	0.861606242953934
37058	2	2.22100553522187	0.136144363306793	0.861606242953934
31978	3	3.98790256354747	0.136156368985731	0.861606242953934
29309	2	2.22082713303579	0.136160095102011	0.861606242953934
37124	2	2.22080866428269	0.13616172382298	0.861606242953934
5160	3	3.98775125484823	0.136166670196934	0.861606242953934
31988	2	2.22068985230307	0.136172202126177	0.861606242953934
22785	2	2.22065855164541	0.136174962753796	0.861606242953934
28160	2	2.21989287390417	0.136242512838076	0.861606242953934
4016	2	2.21975309094374	0.136254848904306	0.861606242953934
2712	2	2.21929814781087	0.136295007011669	0.861606242953934
37191	2	2.21881362105799	0.13633779105715	0.861606242953934
11718	2	2.21863557065341	0.136353516808616	0.861606242953934
8766	4	5.53804358631121	0.136380813708038	0.861606242953934
23277	3	3.9845228777196	0.136386646372556	0.861606242953934
15624	3	3.98433810246565	0.136399247393246	0.861606242953934
6871	2	2.2178224298931	0.136425360776198	0.861606242953934
22921	5	6.9892700905805	0.136456339601416	0.861606242953934
26396	2	2.21665114344626	0.13652892274805	0.861606242953934
9445	2	2.21664718873413	0.13652927256207	0.861606242953934
4002	3	3.98232668756307	0.136536494136167	0.861606242953934
19349	2	2.21602656925744	0.136584181892279	0.861606242953934
37646	2	2.21528368594451	0.136649941043082	0.861606242953934
32556	4	5.53240636726782	0.136713154668166	0.861606242953934
30207	2	2.21444563753828	0.136724166662571	0.861606242953934
10079	3	3.97910017059346	0.136756940564542	0.861606242953934
35366	2	2.21402308986072	0.136761608668762	0.861606242953934
23406	3	3.97902111882965	0.136762346110053	0.861606242953934
25658	2	2.21400614081835	0.136763110765229	0.861606242953934
33776	2	2.21386411443485	0.136775698475676	0.861606242953934
20422	2	2.21362040194869	0.136797301586585	0.861606242953934
12242	2	2.21359479714136	0.136799571464381	0.861606242953934
26285	2	2.21326175709606	0.136829099459043	0.861606242953934
16756	3	3.97776002478926	0.136848608393222	0.861606242953934
35568	2	2.21274526444126	0.136874906850426	0.861606242953934
25469	2	2.21251982872173	0.136894905980044	0.861606242953934
12401	3	3.97708135782026	0.136895053588117	0.861606242953934
36344	2	2.21248794435532	0.136897734809213	0.861606242953934
797	3	3.97629534208306	0.13694886499481	0.861606242953934
8469	3	3.97617998725844	0.136956764078759	0.861606242953934
18056	2	2.21178777337932	0.136959871546978	0.861606242953934
33567	2	2.21176020730009	0.136962318547562	0.861606242953934
25112	4	5.52773493374988	0.136989140033894	0.861606242953934
5422	2	2.21143624886022	0.136991079535229	0.861606242953934
2644	2	2.21095845006054	0.137033510798963	0.861606242953934
